"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.998300583E0,2.020947418E0,2.014810181E0,9.482780457E0,9.902868964E0
2.008248583E0,2.006577301E0,1.953886871E0,9.475894775E0,9.881123831E0
2.018195583E0,2.086660767E0,1.906285858E0,9.408385162E0,9.823736066E0
2.028143583E0,2.089504852E0,1.884880371E0,9.409882050E0,9.821643688E0
2.038090583E0,2.015708313E0,1.893262939E0,9.498048706E0,9.892444278E0
2.048038583E0,1.946252747E0,1.926493835E0,9.529034271E0,9.914725029E0
2.057985583E0,1.814077606E0,1.926493835E0,9.545500031E0,9.905494783E0
2.067933583E0,1.728755035E0,1.864073639E0,9.648186493E0,9.977518083E0
2.077880583E0,1.670975189E0,1.826352081E0,9.805060272E0,1.011271116E1
2.087828583E0,1.666484528E0,1.854194183E0,9.934690704E0,1.024271869E1
2.097775583E0,1.804946594E0,1.954785004E0,9.939780121E0,1.028971552E1
2.107723583E0,1.927691345E0,1.998194733E0,9.865235138E0,1.024849455E1
2.117670583E0,1.804347839E0,1.974244537E0,9.787846069E0,1.014668632E1
2.127618583E0,1.573827209E0,1.898651733E0,9.748328247E0,1.005543207E1
2.137565583E0,1.449884949E0,1.835632782E0,9.675579529E0,9.954323347E0
2.147513583E0,1.354383545E0,1.766476593E0,9.585017853E0,9.840089511E0
2.157460583E0,1.335073700E0,1.692081299E0,9.590706024E0,9.829913680E0
2.167408583E0,1.353036346E0,1.615290985E0,9.636361084E0,9.864042136E0
2.177355583E0,1.408870239E0,1.523382111E0,9.647887115E0,9.868502125E0
2.187303583E0,1.453926544E0,1.423240356E0,9.720635834E0,9.931277688E0
2.197250583E0,1.472188568E0,1.354383545E0,9.818681946E0,1.002038967E1
2.207198583E0,1.474733276E0,1.270108795E0,9.949958954E0,1.013852542E1
2.217145583E0,1.435365143E0,1.237326965E0,1.020936951E1,1.038376025E1
2.227093583E0,1.294358368E0,1.152154083E0,1.052925430E1,1.067089588E1
2.237040583E0,1.034648438E0,1.077160034E0,1.078207855E1,1.088503510E1
2.246988583E0,7.069798279E-1,1.020577698E0,1.099927689E1,1.106912333E1
2.256935583E0,3.998185730E-1,9.478289795E-1,1.113025452E1,1.117769208E1
2.266883583E0,2.884501648E-1,8.538244629E-1,1.108055786E1,1.111714812E1
