"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.984166917E0,-2.463876343E0,7.430548096E-1,9.502689056E0,9.844994484E0
2.994114917E0,-2.636317749E0,5.481600952E-1,9.403146057E0,9.781094342E0
3.004062917E0,-2.843486938E0,3.640429688E-1,9.282047882E0,9.714646578E0
3.014010917E0,-2.985092468E0,2.499801636E-1,9.284143524E0,9.755438899E0
3.023957917E0,-3.036435699E0,2.115101624E-1,9.354197845E0,9.836955608E0
3.033905917E0,-3.027604065E0,1.609153748E-1,9.379046173E0,9.856915707E0
3.043853917E0,-2.942880249E0,1.745370483E-1,9.409133606E0,9.860162400E0
3.053800917E0,-2.845881958E0,2.008822632E-1,9.467212830E0,9.887745778E0
3.063748917E0,-2.808160400E0,2.148033142E-1,9.486073608E0,9.895327069E0
3.073696917E0,-2.705923004E0,2.490820312E-1,9.415719910E0,9.799991968E0
3.083644917E0,-2.504741364E0,3.640429688E-1,9.287436676E0,9.626148586E0
3.093591917E0,-2.315385132E0,5.554948425E-1,9.200766907E0,9.503877866E0
3.103539917E0,-2.105371857E0,8.117619324E-1,9.189540253E0,9.462515424E0
3.113487917E0,-1.894161072E0,1.084943848E0,9.139693909E0,9.396752315E0
3.123434917E0,-1.689985657E0,1.330583038E0,9.185049591E0,9.433537975E0
3.133382917E0,-1.482068024E0,1.536854095E0,9.199719086E0,9.444219258E0
3.143330917E0,-1.359173584E0,1.684297485E0,9.153315582E0,9.405710872E0
3.153278917E0,-1.236279144E0,1.819915466E0,9.167386322E0,9.427695922E0
3.163225917E0,-1.116977234E0,1.899400177E0,9.199419708E0,9.459634356E0
3.173173917E0,-9.886940002E-1,1.895358582E0,9.271270294E0,9.514533769E0
3.183121917E0,-7.536827087E-1,1.780098267E0,9.470505981E0,9.665778345E0
3.193068917E0,-4.016148376E-1,1.652862854E0,9.832602997E0,9.978643785E0
